profile_id,sample_index,sample_seed,accepted,max_cr,offending_paths,error,top3,top5,top10
P2,0,18000042,True,0.07605026451653832,,,Model operation / Technological / Cascading error propagation|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model operation / Human / Loss of situational awareness,Model operation / Technological / Cascading error propagation|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model operation / Human / Loss of situational awareness|Model operation / Technological / Concept drift|Model operation / Technological / Sensor artifacts,Model operation / Technological / Cascading error propagation|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model operation / Human / Loss of situational awareness|Model operation / Technological / Concept drift|Model operation / Technological / Sensor artifacts|Model Training / Technological / Confabulations|Model Training / Technological / Confidence miscalibration|Model Training / Technological / Overfitting|Knowledge selection / Human / Data representativeness|Knowledge selection / Human / Dataset bias
P2,1,18000043,True,0.02836870321888947,,,Model operation / Technological / Cascading error propagation|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model operation / Human / Loss of situational awareness,Model operation / Technological / Cascading error propagation|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model operation / Human / Loss of situational awareness|Model Training / Technological / Confidence miscalibration|Model Training / Technological / Overfitting,Model operation / Technological / Cascading error propagation|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model operation / Human / Loss of situational awareness|Model Training / Technological / Confidence miscalibration|Model Training / Technological / Overfitting|Model operation / Technological / Sensor artifacts|Model operation / Technological / Concept drift|Knowledge selection / Human / Dataset bias|Model Training / Technological / Confabulations|Knowledge selection / Human / Data representativeness
P2,2,18000044,True,0.09904794375569952,,,Model operation / Technological / Cascading error propagation|Model operation / Human / Loss of situational awareness|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation,Model operation / Technological / Cascading error propagation|Model operation / Human / Loss of situational awareness|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model operation / Technological / Concept drift|Model operation / Technological / Sensor artifacts,Model operation / Technological / Cascading error propagation|Model operation / Human / Loss of situational awareness|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model operation / Technological / Concept drift|Model operation / Technological / Sensor artifacts|Model Training / Technological / Overfitting|Model Training / Technological / Confabulations|Model Training / Technological / Confidence miscalibration|Knowledge selection / Human / Data representativeness|Knowledge selection / Human / Dataset bias
P2,3,18000045,True,0.026979104447133966,,,Model operation / Technological / Cascading error propagation|Model Training / Technological / Confidence miscalibration|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation,Model operation / Technological / Cascading error propagation|Model Training / Technological / Confidence miscalibration|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model Training / Technological / Confabulations|Model operation / Human / Loss of situational awareness,Model operation / Technological / Cascading error propagation|Model Training / Technological / Confidence miscalibration|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model Training / Technological / Confabulations|Model operation / Human / Loss of situational awareness|Model Training / Technological / Overfitting|Model operation / Technological / Concept drift|Model operation / Technological / Sensor artifacts|Knowledge selection / Human / Data representativeness|Knowledge selection / Human / Dataset bias
P2,4,18000046,True,0.030911127057136382,,,Model operation / Technological / Cascading error propagation|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model Training / Technological / Confabulations,Model operation / Technological / Cascading error propagation|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model Training / Technological / Confabulations|Model Training / Technological / Confidence miscalibration|Model Training / Technological / Overfitting,Model operation / Technological / Cascading error propagation|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model Training / Technological / Confabulations|Model Training / Technological / Confidence miscalibration|Model Training / Technological / Overfitting|Model operation / Human / Loss of situational awareness|Model operation / Technological / Sensor artifacts|Model operation / Technological / Concept drift|Knowledge selection / Human / Data representativeness|Knowledge selection / Human / Dataset bias
P2,5,18000047,True,0.08614937744557453,,,Model operation / Technological / Cascading error propagation|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model Training / Technological / Confidence miscalibration,Model operation / Technological / Cascading error propagation|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model Training / Technological / Confidence miscalibration|Model Training / Technological / Confabulations|Model operation / Human / Loss of situational awareness,Model operation / Technological / Cascading error propagation|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model Training / Technological / Confidence miscalibration|Model Training / Technological / Confabulations|Model operation / Human / Loss of situational awareness|Model Training / Technological / Overfitting|Model operation / Technological / Sensor artifacts|Model operation / Technological / Concept drift|Knowledge selection / Human / Dataset bias|Knowledge selection / Human / Data representativeness
P2,6,18000048,True,0.06871020750789825,,,Model operation / Technological / Cascading error propagation|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model operation / Human / Loss of situational awareness,Model operation / Technological / Cascading error propagation|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model operation / Human / Loss of situational awareness|Model Training / Technological / Confabulations|Model operation / Technological / Sensor artifacts,Model operation / Technological / Cascading error propagation|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model operation / Human / Loss of situational awareness|Model Training / Technological / Confabulations|Model operation / Technological / Sensor artifacts|Model operation / Technological / Concept drift|Model Training / Technological / Overfitting|Model Training / Technological / Confidence miscalibration|Knowledge selection / Human / Dataset bias|Knowledge selection / Human / Data representativeness
P2,7,18000049,True,0.043369923287980075,,,Model operation / Technological / Cascading error propagation|Model operation / Human / Loss of situational awareness|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation,Model operation / Technological / Cascading error propagation|Model operation / Human / Loss of situational awareness|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model Training / Technological / Overfitting|Model Training / Technological / Confabulations,Model operation / Technological / Cascading error propagation|Model operation / Human / Loss of situational awareness|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model Training / Technological / Overfitting|Model Training / Technological / Confabulations|Model Training / Technological / Confidence miscalibration|Model operation / Technological / Concept drift|Model operation / Technological / Sensor artifacts|Knowledge selection / Human / Data representativeness|Knowledge selection / Human / Dataset bias
P2,8,18000050,True,0.01266555889912683,,,Model operation / Technological / Cascading error propagation|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model operation / Human / Loss of situational awareness,Model operation / Technological / Cascading error propagation|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model operation / Human / Loss of situational awareness|Model operation / Technological / Sensor artifacts|Model operation / Technological / Concept drift,Model operation / Technological / Cascading error propagation|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model operation / Human / Loss of situational awareness|Model operation / Technological / Sensor artifacts|Model operation / Technological / Concept drift|Model Training / Technological / Overfitting|Model Training / Technological / Confabulations|Model Training / Technological / Confidence miscalibration|Knowledge selection / Human / Data representativeness|Knowledge selection / Human / Dataset bias
P2,9,18000051,True,0.0671439345724653,,,Model operation / Technological / Cascading error propagation|Model Training / Technological / Confabulations|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation,Model operation / Technological / Cascading error propagation|Model Training / Technological / Confabulations|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model Training / Technological / Confidence miscalibration|Model Training / Technological / Overfitting,Model operation / Technological / Cascading error propagation|Model Training / Technological / Confabulations|Knowledge analysis / Technological / Incorrect spatial-geometric interpretation|Model Training / Technological / Confidence miscalibration|Model Training / Technological / Overfitting|Model operation / Human / Loss of situational awareness|Model operation / Technological / Concept drift|Model operation / Technological / Sensor artifacts|Knowledge selection / Human / Dataset bias|Knowledge selection / Human / Data representativeness
